id,title,status
316	Devil's Sea: Natural Causes	pending
317	Devil's Sea: Engineering Challenge	pending
318	Devil's Sea: Remarkable Evidence	pending
319	Devil's Sea: Controversial Claim Examined	pending
320	Devil's Sea: Forgotten History	pending
321	Devil's Sea: Missing Evidence	pending
322	Devil's Sea: Latest Scientific Understanding	pending
323	Devil's Sea: How the Mystery Evolved	pending
324	Devil's Sea: The Biggest Misconception	pending
325	Devil's Sea: What the Data Reveals	pending
326	Devil's Sea: Could It Happen Again	pending
327	Devil's Sea: What Happened During the Investigation	pending
328	Devil's Sea: Why It Still Matters	pending
329	Yonaguni Monument: Origins and Earliest Clues	pending
330	Yonaguni Monument: How It Was Discovered	pending
331	Yonaguni Monument: What the Evidence Shows	pending
332	Yonaguni Monument: Scientific Explanation	pending
333	Yonaguni Monument: Biggest Unanswered Question	pending
334	Yonaguni Monument: Key Expedition	pending
335	Yonaguni Monument: Strangest Observation	pending
336	Yonaguni Monument: What Changed the Theory	pending
337	Yonaguni Monument: Inside the Investigation	pending
338	Yonaguni Monument: What Scientists Actually Know	pending
339	Yonaguni Monument: What Remains Uncertain	pending
340	Yonaguni Monument: Timeline of the Mystery	pending
341	Yonaguni Monument: First Major Clue	pending
342	Yonaguni Monument: New Evidence and Findings	pending
343	Yonaguni Monument: Most Important Discovery	pending
344	Yonaguni Monument: How Researchers Tested It	pending
345	Yonaguni Monument: Unexpected Discovery	pending
346	Yonaguni Monument: Hidden Detail	pending
347	Yonaguni Monument: Rare Phenomenon	pending
348	Yonaguni Monument: Natural Causes	pending
349	Yonaguni Monument: Engineering Challenge	pending
350	Yonaguni Monument: Remarkable Evidence	pending
351	Yonaguni Monument: Controversial Claim Examined	pending
352	Yonaguni Monument: Forgotten History	pending
353	Yonaguni Monument: Missing Evidence	pending
354	Yonaguni Monument: Latest Scientific Understanding	pending
355	Yonaguni Monument: How the Mystery Evolved	pending
356	Yonaguni Monument: The Biggest Misconception	pending
357	Yonaguni Monument: What the Data Reveals	pending
358	Yonaguni Monument: Could It Happen Again	pending
359	Yonaguni Monument: What Happened During the Investigation	pending
360	Yonaguni Monument: Why It Still Matters	pending
361	Bloop Sound: Origins and Earliest Clues	pending
362	Bloop Sound: How It Was Discovered	pending
363	Bloop Sound: What the Evidence Shows	pending
364	Bloop Sound: Scientific Explanation	pending
365	Bloop Sound: Biggest Unanswered Question	pending
366	Bloop Sound: Key Expedition	pending
367	Bloop Sound: Strangest Observation	pending
368	Bloop Sound: What Changed the Theory	pending
369	Bloop Sound: Inside the Investigation	pending
370	Bloop Sound: What Scientists Actually Know	pending
371	Bloop Sound: What Remains Uncertain	pending
372	Bloop Sound: Timeline of the Mystery	pending
373	Bloop Sound: First Major Clue	pending
374	Bloop Sound: New Evidence and Findings	pending
375	Bloop Sound: Most Important Discovery	pending
376	Bloop Sound: How Researchers Tested It	pending
377	Bloop Sound: Unexpected Discovery	pending
378	Bloop Sound: Hidden Detail	pending
379	Bloop Sound: Rare Phenomenon	pending
380	Bloop Sound: Natural Causes	pending
381	Bloop Sound: Engineering Challenge	pending
382	Bloop Sound: Remarkable Evidence	pending
383	Bloop Sound: Controversial Claim Examined	pending
384	Bloop Sound: Forgotten History	pending
385	Bloop Sound: Missing Evidence	pending
386	Bloop Sound: Latest Scientific Understanding	pending
387	Bloop Sound: How the Mystery Evolved	pending
388	Bloop Sound: The Biggest Misconception	pending
389	Bloop Sound: What the Data Reveals	pending
390	Bloop Sound: Could It Happen Again	pending
391	Bloop Sound: What Happened During the Investigation	pending
392	Bloop Sound: Why It Still Matters	pending
393	Milky Sea: Origins and Earliest Clues	pending
394	Milky Sea: How It Was Discovered	pending
395	Milky Sea: What the Evidence Shows	pending
396	Milky Sea: Scientific Explanation	pending
397	Milky Sea: Biggest Unanswered Question	pending
398	Milky Sea: Key Expedition	pending
399	Milky Sea: Strangest Observation	pending
400	Milky Sea: What Changed the Theory	pending
401	Milky Sea: Inside the Investigation	pending
402	Milky Sea: What Scientists Actually Know	pending
403	Milky Sea: What Remains Uncertain	pending
404	Milky Sea: Timeline of the Mystery	pending
405	Milky Sea: First Major Clue	pending
406	Milky Sea: New Evidence and Findings	pending
407	Milky Sea: Most Important Discovery	pending
408	Milky Sea: How Researchers Tested It	pending
409	Milky Sea: Unexpected Discovery	pending
410	Milky Sea: Hidden Detail	pending
411	Milky Sea: Rare Phenomenon	pending
412	Milky Sea: Natural Causes	pending
413	Milky Sea: Engineering Challenge	pending
414	Milky Sea: Remarkable Evidence	pending
415	Milky Sea: Controversial Claim Examined	pending
416	Milky Sea: Forgotten History	pending
417	Milky Sea: Missing Evidence	pending
418	Milky Sea: Latest Scientific Understanding	pending
419	Milky Sea: How the Mystery Evolved	pending
420	Milky Sea: The Biggest Misconception	pending
421	Milky Sea: What the Data Reveals	pending
422	Milky Sea: Could It Happen Again	pending
423	Milky Sea: What Happened During the Investigation	pending
424	Milky Sea: Why It Still Matters	pending
425	Brine Pools: Origins and Earliest Clues	pending
426	Brine Pools: How It Was Discovered	pending
427	Brine Pools: What the Evidence Shows	pending
428	Brine Pools: Scientific Explanation	pending
429	Brine Pools: Biggest Unanswered Question	pending
430	Brine Pools: Key Expedition	pending
431	Brine Pools: Strangest Observation	pending
432	Brine Pools: What Changed the Theory	pending
433	Brine Pools: Inside the Investigation	pending
434	Brine Pools: What Scientists Actually Know	pending
435	Brine Pools: What Remains Uncertain	pending
436	Brine Pools: Timeline of the Mystery	pending
437	Brine Pools: First Major Clue	pending
438	Brine Pools: New Evidence and Findings	pending
439	Brine Pools: Most Important Discovery	pending
440	Brine Pools: How Researchers Tested It	pending
441	Brine Pools: Unexpected Discovery	pending
442	Brine Pools: Hidden Detail	pending
443	Brine Pools: Rare Phenomenon	pending
444	Brine Pools: Natural Causes	pending
445	Brine Pools: Engineering Challenge	pending
446	Brine Pools: Remarkable Evidence	pending
447	Brine Pools: Controversial Claim Examined	pending
448	Brine Pools: Forgotten History	pending
449	Brine Pools: Missing Evidence	pending
450	Brine Pools: Latest Scientific Understanding	pending
451	Brine Pools: How the Mystery Evolved	pending
452	Brine Pools: The Biggest Misconception	pending
453	Brine Pools: What the Data Reveals	pending
454	Brine Pools: Could It Happen Again	pending
455	Brine Pools: What Happened During the Investigation	pending
456	Brine Pools: Why It Still Matters	pending
457	Underwater Methane: Origins and Earliest Clues	pending
458	Underwater Methane: How It Was Discovered	pending
459	Underwater Methane: What the Evidence Shows	pending
460	Underwater Methane: Scientific Explanation	pending
461	Underwater Methane: Biggest Unanswered Question	pending
462	Underwater Methane: Key Expedition	pending
463	Underwater Methane: Strangest Observation	pending
464	Underwater Methane: What Changed the Theory	pending
465	Underwater Methane: Inside the Investigation	pending
466	Underwater Methane: What Scientists Actually Know	pending
467	Underwater Methane: What Remains Uncertain	pending
468	Underwater Methane: Timeline of the Mystery	pending
469	Underwater Methane: First Major Clue	pending
470	Underwater Methane: New Evidence and Findings	pending
471	Underwater Methane: Most Important Discovery	pending
472	Underwater Methane: How Researchers Tested It	pending
473	Underwater Methane: Unexpected Discovery	pending
474	Underwater Methane: Hidden Detail	pending
475	Underwater Methane: Rare Phenomenon	pending
476	Underwater Methane: Natural Causes	pending
477	Underwater Methane: Engineering Challenge	pending
478	Underwater Methane: Remarkable Evidence	pending
479	Underwater Methane: Controversial Claim Examined	pending
480	Underwater Methane: Forgotten History	pending
481	Underwater Methane: Missing Evidence	pending
482	Underwater Methane: Latest Scientific Understanding	pending
483	Underwater Methane: How the Mystery Evolved	pending
484	Underwater Methane: The Biggest Misconception	pending
485	Underwater Methane: What the Data Reveals	pending
486	Underwater Methane: Could It Happen Again	pending
487	Underwater Methane: What Happened During the Investigation	pending
488	Underwater Methane: Why It Still Matters	pending
489	Deep Sea Gigantism: Origins and Earliest Clues	pending
490	Deep Sea Gigantism: How It Was Discovered	pending
491	Deep Sea Gigantism: What the Evidence Shows	pending
492	Deep Sea Gigantism: Scientific Explanation	pending
493	Deep Sea Gigantism: Biggest Unanswered Question	pending
494	Deep Sea Gigantism: Key Expedition	pending
495	Deep Sea Gigantism: Strangest Observation	pending
496	Deep Sea Gigantism: What Changed the Theory	pending
497	Deep Sea Gigantism: Inside the Investigation	pending
498	Deep Sea Gigantism: What Scientists Actually Know	pending
499	Deep Sea Gigantism: What Remains Uncertain	pending
500	Deep Sea Gigantism: Timeline of the Mystery	pending
501	Deep Sea Gigantism: First Major Clue	pending
502	Deep Sea Gigantism: New Evidence and Findings	pending
503	Deep Sea Gigantism: Most Important Discovery	pending
504	Deep Sea Gigantism: How Researchers Tested It	pending
505	Deep Sea Gigantism: Unexpected Discovery	pending
506	Deep Sea Gigantism: Hidden Detail	pending
507	Deep Sea Gigantism: Rare Phenomenon	pending
508	Deep Sea Gigantism: Natural Causes	pending
509	Deep Sea Gigantism: Engineering Challenge	pending
510	Deep Sea Gigantism: Remarkable Evidence	pending
511	Deep Sea Gigantism: Controversial Claim Examined	pending
512	Deep Sea Gigantism: Forgotten History	pending
513	Deep Sea Gigantism: Missing Evidence	pending
514	Deep Sea Gigantism: Latest Scientific Understanding	pending
515	Deep Sea Gigantism: How the Mystery Evolved	pending
516	Deep Sea Gigantism: The Biggest Misconception	pending
517	Deep Sea Gigantism: What the Data Reveals	pending
518	Deep Sea Gigantism: Could It Happen Again	pending
519	Deep Sea Gigantism: What Happened During the Investigation	pending
520	Deep Sea Gigantism: Why It Still Matters	pending
521	Ocean Dead Zones: Origins and Earliest Clues	pending
522	Ocean Dead Zones: How It Was Discovered	pending
523	Ocean Dead Zones: What the Evidence Shows	pending
524	Ocean Dead Zones: Scientific Explanation	pending
525	Ocean Dead Zones: Biggest Unanswered Question	pending
526	Ocean Dead Zones: Key Expedition	pending
527	Ocean Dead Zones: Strangest Observation	pending
528	Ocean Dead Zones: What Changed the Theory	pending
529	Ocean Dead Zones: Inside the Investigation	pending
530	Ocean Dead Zones: What Scientists Actually Know	pending
531	Ocean Dead Zones: What Remains Uncertain	pending
532	Ocean Dead Zones: Timeline of the Mystery	pending
533	Ocean Dead Zones: First Major Clue	pending
534	Ocean Dead Zones: New Evidence and Findings	pending
535	Ocean Dead Zones: Most Important Discovery	pending
536	Ocean Dead Zones: How Researchers Tested It	pending
537	Ocean Dead Zones: Unexpected Discovery	pending
538	Ocean Dead Zones: Hidden Detail	pending
539	Ocean Dead Zones: Rare Phenomenon	pending
540	Ocean Dead Zones: Natural Causes	pending
541	Ocean Dead Zones: Engineering Challenge	pending
542	Ocean Dead Zones: Remarkable Evidence	pending
543	Ocean Dead Zones: Controversial Claim Examined	pending
544	Ocean Dead Zones: Forgotten History	pending
545	Ocean Dead Zones: Missing Evidence	pending
546	Ocean Dead Zones: Latest Scientific Understanding	pending
547	Ocean Dead Zones: How the Mystery Evolved	pending
548	Ocean Dead Zones: The Biggest Misconception	pending
549	Ocean Dead Zones: What the Data Reveals	pending
550	Ocean Dead Zones: Could It Happen Again	pending
551	Ocean Dead Zones: What Happened During the Investigation	pending
552	Ocean Dead Zones: Why It Still Matters	pending
553	Rogue Waves: Origins and Earliest Clues	pending
554	Rogue Waves: How It Was Discovered	pending
555	Rogue Waves: What the Evidence Shows	pending
556	Rogue Waves: Scientific Explanation	pending
557	Rogue Waves: Biggest Unanswered Question	pending
558	Rogue Waves: Key Expedition	pending
559	Rogue Waves: Strangest Observation	pending
560	Rogue Waves: What Changed the Theory	pending
561	Rogue Waves: Inside the Investigation	pending
562	Rogue Waves: What Scientists Actually Know	pending
563	Rogue Waves: What Remains Uncertain	pending
564	Rogue Waves: Timeline of the Mystery	pending
565	Rogue Waves: First Major Clue	pending
566	Rogue Waves: New Evidence and Findings	pending
567	Rogue Waves: Most Important Discovery	pending
568	Rogue Waves: How Researchers Tested It	pending
569	Rogue Waves: Unexpected Discovery	pending
570	Rogue Waves: Hidden Detail	pending
571	Rogue Waves: Rare Phenomenon	pending
572	Rogue Waves: Natural Causes	pending
573	Rogue Waves: Engineering Challenge	pending
574	Rogue Waves: Remarkable Evidence	pending
575	Rogue Waves: Controversial Claim Examined	pending
576	Rogue Waves: Forgotten History	pending
577	Rogue Waves: Missing Evidence	pending
578	Rogue Waves: Latest Scientific Understanding	pending
579	Rogue Waves: How the Mystery Evolved	pending
580	Rogue Waves: The Biggest Misconception	pending
581	Rogue Waves: What the Data Reveals	pending
582	Rogue Waves: Could It Happen Again	pending
583	Rogue Waves: What Happened During the Investigation	pending
584	Rogue Waves: Why It Still Matters	pending
585	Ocean Whirlpools: Origins and Earliest Clues	pending
586	Ocean Whirlpools: How It Was Discovered	pending
587	Ocean Whirlpools: What the Evidence Shows	pending
588	Ocean Whirlpools: Scientific Explanation	pending
589	Ocean Whirlpools: Biggest Unanswered Question	pending
590	Ocean Whirlpools: Key Expedition	pending
591	Ocean Whirlpools: Strangest Observation	pending
592	Ocean Whirlpools: What Changed the Theory	pending
593	Ocean Whirlpools: Inside the Investigation	pending
594	Ocean Whirlpools: What Scientists Actually Know	pending
595	Ocean Whirlpools: What Remains Uncertain	pending
596	Ocean Whirlpools: Timeline of the Mystery	pending
597	Ocean Whirlpools: First Major Clue	pending
598	Ocean Whirlpools: New Evidence and Findings	pending
599	Ocean Whirlpools: Most Important Discovery	pending
600	Ocean Whirlpools: How Researchers Tested It	pending
601	Ocean Whirlpools: Unexpected Discovery	pending
602	Ocean Whirlpools: Hidden Detail	pending
603	Ocean Whirlpools: Rare Phenomenon	pending
604	Ocean Whirlpools: Natural Causes	pending
605	Ocean Whirlpools: Engineering Challenge	pending
606	Ocean Whirlpools: Remarkable Evidence	pending
607	Ocean Whirlpools: Controversial Claim Examined	pending
608	Ocean Whirlpools: Forgotten History	pending
609	Ocean Whirlpools: Missing Evidence	pending
610	Ocean Whirlpools: Latest Scientific Understanding	pending
611	Ocean Whirlpools: How the Mystery Evolved	pending
612	Ocean Whirlpools: The Biggest Misconception	pending
613	Ocean Whirlpools: What the Data Reveals	pending
614	Ocean Whirlpools: Could It Happen Again	pending
615	Ocean Whirlpools: What Happened During the Investigation	pending
616	Ocean Whirlpools: Why It Still Matters	pending
617	Blue Holes: Origins and Earliest Clues	pending
618	Blue Holes: How It Was Discovered	pending
619	Blue Holes: What the Evidence Shows	pending
620	Blue Holes: Scientific Explanation	pending
621	Blue Holes: Biggest Unanswered Question	pending
622	Blue Holes: Key Expedition	pending
623	Blue Holes: Strangest Observation	pending
624	Blue Holes: What Changed the Theory	pending
625	Blue Holes: Inside the Investigation	pending
